@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread.value,freetoreadLabel.value,prism:issn,pii,prism:issueIdentifier,prism:isbn,pubmed-id,@_fa,affilname,affiliation-city,affiliation-country,language,year,main_author
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85048635199'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85048635199?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048635199&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048635199&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85048635199,SCOPUS_ID:85048635199,2-s2.0-85048635199,The theoretical cognition of the development law of China's urban agglomeration and academic contribution,Fang C.,Dili Xuebao/Acta Geographica Sinica,,73,651-665,2018-04-01,April 2018,10.11821/dlxb201804005,86,Journal,ar,Article,,28066,0,False,,,03755444,,4,,,true,"Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences",Beijing,China,en,2018,Fang C.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85042453610'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85042453610?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042453610&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042453610&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670717313069'}]",https://api.elsevier.com/content/abstract/scopus_id/85042453610,SCOPUS_ID:85042453610,2-s2.0-85042453610,"A foundational framework for smart sustainable city development: Theoretical, disciplinary, and discursive dimensions and their synergies",Bibri S.E.,Sustainable Cities and Society,,38,758-794,2018-04-01,April 2018,10.1016/j.scs.2017.12.032,202,Journal,ar,Article,,19700194105,0,False,,,22106707,S2210670717313069,,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2018,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85040043708'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85040043708?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040043708&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040043708&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670717313677'}]",https://api.elsevier.com/content/abstract/scopus_id/85040043708,SCOPUS_ID:85040043708,2-s2.0-85040043708,The IoT for smart sustainable cities of the future: An analytical framework for sensor-based big data applications for environmental sustainability,Bibri S.E.,Sustainable Cities and Society,,38,230-253,2018-04-01,April 2018,10.1016/j.scs.2017.12.034,552,Journal,ar,Article,,19700194105,0,False,,,22106707,S2210670717313677,,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2018,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85061889659'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85061889659?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061889659&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061889659&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85061889659,SCOPUS_ID:85061889659,2-s2.0-85061889659,Kuwait urban app: The application of knowledge-based urban development in Kuwait,Gurney R.H.,Knowledge-Based Urban Development in the Middle East,,,186-203,2018-03-02,2 March 2018,10.4018/978-1-5225-3734-2.ch010,1,Book,ch,Book Chapter,,21100899222,0,False,,,,,,"[{'@_fa': 'true', '$': '[9781522537359, 1522537341, 9781522537342]'}]",,true,Kuwait University,Kuwait City,Kuwait,en,2018,Gurney R.H.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85040813525'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85040813525?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040813525&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040813525&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85040813525,SCOPUS_ID:85040813525,2-s2.0-85040813525,Towards a critique of cybernetic urbanism: The smart city and the society of control,Krivý M.,Planning Theory,17413052,17,8-30,2018-02-01,1 February 2018,10.1177/1473095216645631,164,Journal,ar,Article,,4400151522,0,False,,,14730952,,1,,,true,Estonian Academy of Arts,Tallinn,Estonia,en,2018,Krivý M.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85034993623'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85034993623?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85034993623&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034993623&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0264837717305380'}]",https://api.elsevier.com/content/abstract/scopus_id/85034993623,SCOPUS_ID:85034993623,2-s2.0-85034993623,Big data dashboards as smart decision support tools for i-cities – An experiment on stockholm,Kourtit K.,Land Use Policy,,71,24-35,2018-02-01,February 2018,10.1016/j.landusepol.2017.10.019,65,Journal,ar,Article,,14500,0,False,,,02648377,S0264837717305380,,,,true,Uniwersytet im. Adama Mickiewicza w Poznaniu,Poznan,Poland,en,2018,Kourtit K.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85041221131'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85041221131?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041221131&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041221131&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85041221131,SCOPUS_ID:85041221131,2-s2.0-85041221131,Have housing prices gone with the smelly wind? Big data analysis on landfill in Hong Kong,Li R.Y.M.,Sustainability (Switzerland),20711050,10,,2018-01-29,29 January 2018,10.3390/su10020341,46,Journal,ar,Article,341,21100240100,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",,,2,,,true,Hong Kong Shue Yan University,Hong Kong,China,en,2018,Li R.Y.M.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85094633577'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85094633577?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094633577&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094633577&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85094633577,SCOPUS_ID:85094633577,2-s2.0-85094633577,Application of telemetry data to daily and night estimation of population in Warsaw,Śleszyński P.,Czasopismo Geograficzne,,89,43-60,2018-01-01,2018,,3,Journal,ar,Article,,28038,0,False,,,00459453,,1-2,,,true,Stanisław Leszczycki Institute of Geography and Spatial Organization of the Polish Academy of Sciences,Warsaw,Poland,en,2018,Śleszyński P.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060724050'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060724050?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060724050&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060724050&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85060724050,SCOPUS_ID:85060724050,2-s2.0-85060724050,"Systems Thinking and Complexity Science and the Relevance of Big Data Analytics, Intelligence Functions, and Simulation Models",Bibri S.E.,Urban Book Series,23657588,,297-369,2018-01-01,2018,10.1007/978-3-319-73981-6_6,2,Book Series,ch,Book Chapter,,21100889691,0,False,,,2365757X,,,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2018,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060723867'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060723867?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060723867&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060723867&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85060723867,SCOPUS_ID:85060723867,2-s2.0-85060723867,Unprecedented Innovations in Sustainable Urban Planning: Novel Analytical Solutions and Data-Driven Decision-Making Processes,Bibri S.E.,Urban Book Series,23657588,,247-296,2018-01-01,2018,10.1007/978-3-319-73981-6_5,6,Book Series,ch,Book Chapter,,21100889691,0,False,,,2365757X,,,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2018,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060705020'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060705020?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060705020&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060705020&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85060705020,SCOPUS_ID:85060705020,2-s2.0-85060705020,Managing Urban Complexity: Project and Risk Management and Polycentric and Participatory Governance,Bibri S.E.,Urban Book Series,23657588,,419-480,2018-01-01,2018,10.1007/978-3-319-73981-6_8,2,Book Series,ch,Book Chapter,,21100889691,0,False,,,2365757X,,,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2018,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060697081'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060697081?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060697081&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060697081&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85060697081,SCOPUS_ID:85060697081,2-s2.0-85060697081,"Conceptual, Theoretical, Disciplinary, and Discursive Foundations: A Multidimensional Framework",Bibri S.E.,Urban Book Series,23657588,,39-131,2018-01-01,2018,10.1007/978-3-319-73981-6_2,7,Book Series,ch,Book Chapter,,21100889691,0,False,,,2365757X,,,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2018,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060690055'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060690055?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060690055&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060690055&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85060690055,SCOPUS_ID:85060690055,2-s2.0-85060690055,Integrated Planning Approach to Climate Resilient and Low-Carbon Smart Cities: Process and Methods,Kim K.,Urban Book Series,23657588,,87-176,2018-01-01,2018,10.1007/978-3-319-59618-1_3,4,Book Series,ch,Book Chapter,,21100889691,0,False,,,2365757X,,,,,true,University College London,London,United Kingdom,en,2018,Kim K.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060678612'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060678612?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060678612&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060678612&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85060678612,SCOPUS_ID:85060678612,2-s2.0-85060678612,Implementation of Climate Smart City Planning: Global Climate Smart City Platform Solution,Kim K.,Urban Book Series,23657588,,285-323,2018-01-01,2018,10.1007/978-3-319-59618-1_7,3,Book Series,ch,Book Chapter,,21100889691,0,False,,,2365757X,,,,,true,University College London,London,United Kingdom,en,2018,Kim K.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060670917'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85060670917?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060670917&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060670917&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85060670917,SCOPUS_ID:85060670917,2-s2.0-85060670917,Transitioning from Smart Cities to Smarter Cities: The Future Potential of ICT of Pervasive Computing for Advancing Environmental Sustainability,Bibri S.E.,Urban Book Series,23657588,,535-599,2018-01-01,2018,10.1007/978-3-319-73981-6_10,15,Book Series,ch,Book Chapter,,21100889691,0,False,,,2365757X,,,,,true,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,en,2018,Bibri S.E.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85058930138'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85058930138?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058930138&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058930138&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85058930138,SCOPUS_ID:85058930138,2-s2.0-85058930138,Community drive: Teaching children and young people to transform cities through game and data-driven methods,Magnussen R.,Proceedings of the European Conference on Games-based Learning,,2018-October,354-361,2018-01-01,2018,,2,Conference Proceeding,cp,Conference Paper,,21100293202,0,False,,,20490992,,,"[{'@_fa': 'true', '$': '[9781911218999]'}]",,true,Aalborg University,Aalborg,Denmark,en,2018,Magnussen R.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85055651803'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85055651803?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055651803&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055651803&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85055651803,SCOPUS_ID:85055651803,2-s2.0-85055651803,Alternative sources of statistical information as the basis for political decision making,Morozov A.N.,Public Administration Issues,24095095,2018,50-70,2018-01-01,2018,,3,Journal,ar,Article,,21100778766,0,False,,,19995431,,2,,,true,Lomonosov Moscow State University,Moscow,Russian Federation,en,2018,Morozov A.N.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85051716072'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85051716072?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051716072&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051716072&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85051716072,SCOPUS_ID:85051716072,2-s2.0-85051716072,Knowledge management and resilience of urban and territorial systems,Paganin G.,TECHNE,22390243,15,124-133,2018-01-01,2018,10.13128/Techne-22126,8,Journal,re,Review,,21100451311,0,False,,,,,,,,true,Politecnico di Milano,Milan,Italy,en,2018,Paganin G.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85049934270'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85049934270?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049934270&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049934270&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85049934270,SCOPUS_ID:85049934270,2-s2.0-85049934270,The architecture of an intuitive scientific workflow system for spatial planning,Florescu T.,Urbanism. Architecture. Constructions,20696469,9,105-120,2018-01-01,2018,,1,Journal,ar,Article,,21100868396,0,False,,,20690509,,2,,,true,Ion Mincu University of Architecture and Urbanism,Bucharest,Romania,en,2018,Florescu T.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85044998309'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85044998309?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044998309&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044998309&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85044998309,SCOPUS_ID:85044998309,2-s2.0-85044998309,Using google maps road traffic estimations to unfold spatial and temporal inequalities of urban road congestion: A pilot study from budapest,Baji P.,Hungarian Geographical Bulletin,20645147,67,61-74,2018-01-01,2018,10.15201/hungeobull.67.1.5,5,Journal,ar,Article,,21100305226,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",20645031,,1,,,true,Magyar Tudomanyos Akademia,Budapest,Hungary,en,2018,Baji P.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85044359001'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85044359001?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044359001&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044359001&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85044359001,SCOPUS_ID:85044359001,2-s2.0-85044359001,Big data in urban planning practices: Shaping our cities with data,Ma R.,"Proceedings of the 21st International Symposium on Advancement of Construction Management and Real Estate, 2016",,0,365-373,2018-01-01,2018,10.1007/978-981-10-6190-5_32,6,Conference Proceeding,cp,Conference Paper,,21100856104,0,False,,,,,,"[{'@_fa': 'true', '$': '[9789811061899]'}]",,true,The Hong Kong Polytechnic University,Hong Kong,Hong Kong,en,2018,Ma R.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85044184515'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85044184515?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044184515&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044184515&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85044184515,SCOPUS_ID:85044184515,2-s2.0-85044184515,Mobile phone data based urban functional area land use classification algorithm,Tan J.,"CICTP 2017: Transportation Reform and Change - Equity, Inclusiveness, Sharing, and Innovation - Proceedings of the 17th COTA International Conference of Transportation Professionals",,2018-January,476-484,2018-01-01,2018,10.1061/9780784480915.049,0,Conference Proceeding,cp,Conference Paper,,21100855889,0,False,,,,,,"[{'@_fa': 'true', '$': '[9780784480915]'}]",,true,North China University of Technology,Beijing,China,en,2018,Tan J.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85042491704'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85042491704?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042491704&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042491704&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85042491704,SCOPUS_ID:85042491704,2-s2.0-85042491704,The big data monopolistic use by technology companies: Public policies for sustainable development in smart cities in a scenario of creative economy and free competition,Remedio J.A.,Revista Brasileira de Politicas Publicas,22361677,7,672-693,2017-12-01,December 2017,10.5102/rbpp.v7i3.4966,0,Journal,ar,Article,,21100824951,1,True,"[{'$': 'all'}, {'$': 'publisherfullgold'}]","[{'$': 'All Open Access'}, {'$': 'Gold'}]",21798338,,3,,,true,Universidade Metodista de Piracicaba,Piracicaba,Brazil,en,2017,Remedio J.A.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85032904859'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85032904859?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032904859&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032904859&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85032904859,SCOPUS_ID:85032904859,2-s2.0-85032904859,"The Power of Smart Solutions: Knowledge, Citizenship, and the Datafication of Bangalore’s Water Supply",Taylor L.,Television and New Media,15528316,18,721-733,2017-12-01,1 December 2017,10.1177/1527476417690028,15,Journal,ar,Article,,5600155256,0,False,,,15274764,,8,,,true,Tilburg University,Tilburg,Netherlands,en,2017,Taylor L.
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85028569851'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85028569851?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028569851&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028569851&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85028569851,SCOPUS_ID:85028569851,2-s2.0-85028569851,The Cartography of Opportunity: Spatial Data Science for Equitable Urban Policy,Knaap E.,Housing Policy Debate,2152050X,27,913-940,2017-11-02,2 November 2017,10.1080/10511482.2017.1331930,15,Journal,ar,Article,,13838,0,False,"[{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]","[{'$': 'All Open Access'}, {'$': 'Green'}]",10511482,,6,,,true,"University of Maryland, College Park",College Park,United States,en,2017,Knaap E.
