dc:title,dc:creator,prism:publicationName,prism:doi,citedby-count,openaccessFlag,affilname,affiliation-city,affiliation-country,abstract,processedAbstract,ano,topic_distribution
Digital twin for indoor disaster in smart city: A systematic review,Shaharuddin S.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",10.5194/isprs-archives-XLVI-4-W3-2021-315-2022,11,True,Universiti Kebangsaan Malaysia,Bangi,Malaysia,"Technology has advanced and progressed tremendously, and the term city is being elevated to a new level where the smart city has been introduced globally. Recent developments in the concept of smart city have led to a renewed interest in Digital Twin. Using precise Building Information Modelling (BIM) consolidated with big data and sensors, several attempts have been made to establish digital twin smart cities. In recent years, several researchers have sought to determine the capability of smart city and digital twin for various taxonomies such as development and urban planning purposes, built environment, manufacturing, environmental, disaster management, and healthcare. Despite being beneficial in many disciplines, especially in manufacturing, built environment, and urban planning, these existing studies have shown a lack of aspect in terms of emergency or disaster-related as opposed to the elements mentioned above. This is because the researcher has not treated emergencies or disasters in much detail. Therefore, an extensive review on smart city, digital twin, BIM and disaster management and technology that revolves around these terms were summarised. In general, 39 articles from prominent multidisciplinary databases were retrieved over the last two decades based on the suggested PRISMA workflow. These final articles were analysed and categorised into four themes based on the research content, gist, and keywords. Based on the review of 39 articles related to smart city, digital twin and BIM, a workflow for the smart city digital twin and the conceptual framework for indoor disaster management was proposed accordingly. The establishment of smart city digital twins solely for an indoor emergency can be beneficial to urbanites, and it could provide numerous benefits for enhanced situation assessment, decision making, coordination, and resource allocation.","['management', 'new', 'several', 'existing', 'decades', 'sought', 'making', 'various', 'elevated', 'therefore', 'healthcare', 'indoor', 'globally', 'extensive', 'smart', 'cities', 'prominent', 'attempts', 'proposed', 'solely', 'categorised', 'recent', 'two', 'elements', 'themes', 'articles', 'opposed', 'shown', 'sensors', 'manufacturing', 'four', 'technology', 'tremendously', 'made', 'progressed', 'urbanites', 'provide', 'general', 'modelling', 'could', 'prisma', 'numerous', 'final', 'disasterrelated', 'bim', 'disciplines', 'gist', 'renewed', 'determine', 'led', 'terms', 'around', 'developments', 'benefits', 'detail', 'allocation', 'years', 'last', 'precise', 'disasters', 'analysed', 'emergency', 'digital', 'beneficial', 'disaster', 'related', 'studies', 'coordination', 'advanced', 'despite', 'multidisciplinary', 'built', 'enhanced', 'twin', 'workflow', 'introduced', 'establish', 'lack', 'researcher', 'city', 'capability', 'establishment', 'resource', 'revolves', 'treated', 'term', 'review', 'interest', 'purposes', 'situation', 'suggested', 'taxonomies', 'keywords', 'environmental', 'concept', 'building', 'conceptual', 'databases', 'consolidated', 'researchers', 'summarised', 'aspect', 'emergencies', 'much', 'twins', 'accordingly', 'environment', 'level', 'content', 'retrieved', 'especially', 'decision', 'many', 'mentioned']",2022,"[(3, 0.99846125)]"
Prioritizing Inclusion in Urban Development,Greera C.,"International Symposium on Technology and Society, Proceedings",10.1109/ISTAS55053.2022.10227110,0,False,Arizona State University,Tempe,United States,"A growing number of smart city initiatives have been launched over the last decade, often using emerging technologies and data to tackle complex urban challenges. While existing literature acknowledges the potential benefits of smart cities, such as the growth of the economy and improved city operations, their inclusivity has received little research. Without appropriate strategies and indicators that measure, and support inclusion, minorities and underrepresented populations may experience social and digital exclusion. Therefore, this paper aims to review and synthesize the research on inclusivity in smart cities. My research questions are: (1) why is it vital to measure the effectiveness of inclusivity in a smart city? and (2) how do we measure and ensure that cities are being built with inclusion in mind? The methodology is an investigation into the models, frameworks, and tools that are used by current scholars and practitioners. This research is critical to build cities that can fulfill the physical, economic, cultural, and social needs of every citizen. Cities that embrace, welcome, and encourage all members of our communities to interact, thrive and prosper.","['models', 'social', 'number', 'existing', 'every', 'aims', 'build', 'questions', 'therefore', 'literature', 'smart', 'welcome', 'cities', 'received', 'mind', 'effectiveness', 'practitioners', 'communities', 'complex', 'initiatives', 'synthesize', 'tackle', 'economic', 'exclusion', 'fulfill', 'experience', 'may', 'citizen', 'acknowledges', 'scholars', 'measure', 'challenges', 'benefits', 'vital', 'last', 'decade', 'growth', 'digital', 'launched', 'thrive', 'technologies', 'little', 'indicators', 'inclusion', 'growing', 'strategies', 'built', 'encourage', 'minorities', 'emerging', 'frameworks', 'needs', 'populations', 'prosper', 'city', 'members', 'methodology', 'review', 'investigation', 'potential', 'economy', 'operations', 'physical', 'ensure', 'without', 'critical', 'appropriate', 'inclusivity', 'cultural', 'support', 'current', 'improved', 'underrepresented', 'interact', 'often', 'tools', 'embrace']",2022,"[(3, 0.99772435)]"
"Evaluation of Smart Agitation Prediction and Management for Dementia Care and Novel Universal Village Oriented Solution for Integration, Resilience, Inclusiveness and Sustainability",Zhang K.,"6th IEEE International Conference on Universal Village, UV 2022",10.1109/UV56588.2022.10185497,0,False,Universal Village Society,Cambridge,United States,"At present, the world is being faced with the challenge of an aging population, correlating to a growing number of seniors with dementia. With this uptick in persons with dementia (PWD), managing dementia-induced agitation, a behavior present in 90 precent of PWD characterized by physical aggression, verbal outburst, or other troubling behavior, is a pressing issue [1]. Caregiver burden associated with agitation is one of the leading causes a community-based PWD is institutionalized [2], so by supporting PWD-caregiver dyads, we improve individual quality of life and relieve stress placed on the global healthcare system. Use of AI technology, big data, and integrated networks of wearable and ambient sensors has enabled continuous monitoring of dementia care. However, most methods focus on data collection at the early stages of dementia. More research is needed on how novel technologies can empower PWD and their caregivers to take action to manage agitation and support them in the long term as symptoms progress. Moreover, current methods have not taken full advantage of the information obtained and do not provide personalized care. In this paper, we use the Universal Village (UV) perspective to evaluate the current status of smart technologies with the potential for use in preventing and mitigating agitation while providing support to the caregiver. We conduct evaluations based on the framework of a closed feedback control loop: data acquisition, communication, decision making, and action. We propose that a robust PWD agitation management system should take into consideration the interaction between the smart healthcare system and other seven smart city subsystems: smart home, intelligent transportation, urban planning and crowd management, smart energy management, smart city infrastructure, smart response system for city emergency, smart environmental protection and smart humanity, and also study how managing agitation would be affected by four major impacting factors of smart cities: information flow, material cycle, lifestyle, and community. This systematic study will help us explore in depth the complicated dynamic relationship between multiple impacting factors and propose a UV-oriented, integrated, resilient, inclusive, and sustainable development framework design. As such, the novel framework will improve PWD quality of life and reduce the care burden for formal and informal caregivers through continuous, unobtrusive monitoring, life-long agitation management throughout different stages of dementia, PWD-caregiver dyad-specific guidance, preventive healthcare, and timely treatment.","['community', 'management', 'number', 'symptoms', 'aggression', 'enabled', 'use', 'preventive', 'dementia', 'relationship', 'outburst', 'systematic', 'troubling', 'stages', 'making', 'preventing', 'improve', 'providing', 'associated', 'healthcare', 'global', 'continuous', 'would', 'reduce', 'complicated', 'caregiver', 'dyads', 'smart', 'cities', 'formal', 'present', 'needed', 'monitoring', 'burden', 'managing', 'aging', 'seven', 'faced', 'sustainable', 'population', 'sensors', 'manage', 'uvoriented', 'institutionalized', 'affected', 'leading', 'technology', 'four', 'dynamic', 'major', 'resilient', 'provide', 'challenge', 'dyadspecific', 'informal', 'guidance', 'characterized', 'full', 'caregivers', 'novel', 'crowd', 'placed', 'long', 'integrated', 'world', 'propose', 'collection', 'inclusive', 'take', 'multiple', 'lifelong', 'correlating', 'early', 'communitybased', 'interaction', 'personalized', 'perspective', 'precent', 'village', 'pwd', 'behavior', 'emergency', 'closed', 'impacting', 'one', 'obtained', 'timely', 'technologies', 'growing', 'stress', 'protection', 'empower', 'care', 'agitation', 'robust', 'evaluations', 'humanity', 'pressing', 'factors', 'ambient', 'transportation', 'us', 'feedback', 'uptick', 'persons', 'communication', 'cycle', 'supporting', 'conduct', 'advantage', 'relieve', 'subsystems', 'loop', 'energy', 'intelligent', 'control', 'status', 'infrastructure', 'individual', 'city', 'treatment', 'term', 'lifestyle', 'help', 'potential', 'universal', 'issue', 'networks', 'progress', 'flow', 'material', 'environmental', 'explore', 'physical', 'depth', 'home', 'uv', 'life', 'acquisition', 'focus', 'unobtrusive', 'quality', 'evaluate', 'dementiainduced', 'different', 'mitigating', 'throughout', 'support', 'current', 'wearable', 'consideration', 'system', 'verbal', 'causes', 'action', 'moreover', 'seniors', 'response', 'taken', 'pwdcaregiver', 'decision', 'ai']",2022,"[(2, 0.9988852)]"
Enter the 15-minute city: revisiting the smart city concept under a proximity based planning lens,Allam Z.,"Resilient and Sustainable Cities: Research, Policy and Practice",10.1016/B978-0-323-91718-6.00002-5,3,False,Université Paris 1 Panthéon-Sorbonne,Paris,France,"Smart cities have quickly rose in popularity due to the aggressive marketing and branding by ICT Corporations driven by economic gains, in view of the increasing urban Internet of Things market. However, the applicability and use of data gathered by those technologies have still been largely unseen and debated as key dimensions such as cultural inclusion, diversity and other social elements, which are largely inherent to proximity planning models, are side-tracked in favor of economic factors. This chapter outlines the need to refocus the direction of the smart city narrative to favor human scale planning dimensions and unveils how the 15-minute city concept possibly positions itself as a natural evolution of the smart city concept.","['models', 'branding', 'social', 'use', 'internet', 'evolution', 'largely', 'outlines', 'human', 'ict', 'technologies', 'diversity', 'gains', 'marketing', 'inclusion', 'positions', 'dimensions', 'refocus', 'need', 'narrative', 'view', 'concept', 'natural', 'due', 'unveils', 'factors', 'inherent', 'proximity', 'market', 'economic', 'key', 'scale', 'gathered', 'quickly', 'cultural', 'smart', 'things', 'chapter', 'driven', 'cities', 'popularity', 'still', 'sidetracked', 'increasing', 'debated', 'aggressive', 'applicability', 'possibly', 'favor', 'elements', 'rose', 'corporations', 'unseen', 'direction', 'city']",2022,"[(2, 0.99672574)]"
High Performance Computing Infrastructure in Technical University Research,Gorgan D.,"Proceedings - 2022 IEEE 18th International Conference on Intelligent Computer Communication and Processing Conference, ICCP 2022",10.1109/ICCP56966.2022.10053974,1,False,Universitatea Tehnica din Cluj-Napoca,Cluj Napoca,Romania,"A technical university needs high performance computing resources to support the research activity carried out by interdisciplinary teams, through heterogeneous, various and flexible configurations. The CloudUT infrastructure has been designed and developed to meet the requirements and performances necessary for research projects in the scientific and engineering fields specific to the Technical University of Cluj-Napoca such as big data, artificial intelligence, spatial data, satellite data, internet of things, complex simulation, and computer assisted design. This paper analysis and highlight the challenges and issues on finding efficient solutions for the distributed architecture, parallel computing, massive data, flexible architectures, virtualization, cloud applications and services for covering a large range of technical domains of engineering such as mechanics, automation and computers, civil and building services, electric, architecture and urban planning, electronics, robotics, and mechatronics.","['intelligence', 'simulation', 'robotics', 'computing', 'technical', 'range', 'developed', 'artificial', 'civil', 'electronics', 'large', 'meet', 'complex', 'internet', 'cloud', 'applications', 'performances', 'mechatronics', 'heterogeneous', 'high', 'fields', 'satellite', 'finding', 'solutions', 'domains', 'issues', 'distributed', 'architecture', 'scientific', 'various', 'massive', 'virtualization', 'configurations', 'building', 'specific', 'necessary', 'parallel', 'flexible', 'teams', 'requirements', 'projects', 'mechanics', 'university', 'things', 'support', 'computer', 'assisted', 'carried', 'efficient', 'computers', 'engineering', 'automation', 'covering', 'cloudut', 'needs', 'electric', 'services', 'designed', 'challenges', 'resources', 'activity', 'infrastructure', 'clujnapoca', 'architectures', 'highlight', 'interdisciplinary']",2022,"[(3, 0.99734604)]"
The Rebranding of Newcastle as a Smart City. Cui Bono?,Avril E.,Angles,10.4000/angles.5798,0,True,Université de la Sorbonne Nouvelle Paris III,Paris,France,"The city of Newcastle, regional capital of North East England and home to “the UK’s smartest street” located a short distance from its brand new Helix district, is described as having successfully transitioned from a traditionally industrial city to a “smart” city, able to use digital tools to address issues such as congestion, pollution, waste reduction and parking, with the dual objective of “helping people to live better lives” and of making the city more attractive to businesses, investors, international students, and tourists. While ubiquitous in political and academic discourse, the idea of “smart city” is strikingly absent from general public discussion, with very low awareness among those whose lives are supposed to be most improved. Criticisms of smart cities tend to focus on the fact that the services associated with smart cities constitute a very lucrative market, on the lack of residents’ involvement in changes that will directly affect their everyday life, and on the potential for misuse of the data collected. Drawing primarily from a range of published material such as policy documents, newsletters, working papers, announcements, websites, and brochures produced by the key players of the smart city, as well as from conversations with ordinary residents, this article aims to contribute to the discussion on smart cities by confronting official discourses with “actually existing” practices, through the case of the mid-sized city of Newcastle. It explores the uses of smart city tools and discourse to rebrand the city of Newcastle and revitalise civic pride, setting the smart city promises against actual improvements to the lives of local residents as well as their perceptions of their city. The first section of the article sets out the elements of the smart city to show how the characteristics of the city of Newcastle made it an ideal terrain for experimentations; the second section analyses the deployment of the smart city agenda in the city, focusing on the discourses and perceptions of the range of players involved. The third and final section seeks to understand who is set to benefit the most from Newcastle’s transition to a “smart city”. The conclusion presents a nuanced assessment of the potentialities and limits of the smart city.","['tourists', 'sets', 'new', 'described', 'existing', 'case', 'use', 'students', 'academic', 'ubiquitous', 'constitute', 'district', 'aims', 'strikingly', 'lucrative', 'well', 'set', 'making', 'lives', 'conversations', 'ordinary', 'transition', 'associated', 'everyday', 'analyses', 'announcements', 'perceptions', 'seeks', 'smart', 'produced', 'newcastles', 'whose', 'cities', 'newsletters', 'contribute', 'nuanced', 'fact', 'located', 'congestion', 'second', 'dual', 'elements', 'presents', 'experimentations', 'uks', 'idea', 'range', 'directly', 'collected', 'improvements', 'investors', 'waste', 'misuse', 'limits', 'street', 'made', 'drawing', 'general', 'understand', 'websites', 'final', 'actual', 'discussion', 'england', 'traditionally', 'absent', 'pride', 'papers', 'international', 'potentialities', 'agenda', 'capital', 'discourses', 'promises', 'transitioned', 'better', 'successfully', 'official', 'show', 'conclusion', 'newcastle', 'digital', 'public', 'setting', 'attractive', 'smartest', 'political', 'revitalise', 'awareness', 'criticisms', 'affect', 'primarily', 'local', 'key', 'benefit', 'parking', 'east', 'third', 'people', 'helix', 'low', 'involvement', 'brochures', 'deployment', 'practices', 'lack', 'focusing', 'helping', 'changes', 'businesses', 'city', 'reduction', 'policy', 'uses', 'explores', 'players', 'potential', 'address', 'short', 'tend', 'material', 'actually', 'involved', 'industrial', 'issues', 'objective', 'live', 'midsized', 'characteristics', 'home', 'market', 'discourse', 'rebrand', 'terrain', 'life', 'first', 'focus', 'section', 'residents', 'documents', 'confronting', 'able', 'brand', 'pollution', 'published', 'improved', 'distance', 'among', 'services', 'working', 'civic', 'regional', 'tools', 'north', 'supposed', 'ideal']",2022,"[(3, 0.9988747)]"
Social Media in Business Intelligence as a Solution Toward Social Problems: A Systematic Literature Review,Madyatmadja E.D.,"Proceedings of 2022 International Conference on Information Management and Technology, ICIMTech 2022",10.1109/ICIMTech55957.2022.9915261,1,False,Bina Nusantara University,Jakarta,Indonesia,"Business intelligence has been a growing concept and method that businesses have used since its development in 1989. The point of using business intelligence is to provide businesses with strategies and technologies used by enterprises to improve decision-making and the company's overall workflow. BI technologies can be used for reporting, analytics, dashboard creation, data mining, benchmarking, etc. In this paper, the author will show different implementations of using social media with the technology of BI to show the different usage of earning data from social media by using data mining to be implemented in day to day basis usage like healthcare, urban planning, social welfare and etc. the process of data mining itself is a process of acquiring and analysing information through big data that are present in social media and to easily help users that would be using data the information can be visualized into dashboards or become the basis of benchmarking for different usages. The author's goal in doing this research is to analyse how social media in BI can create a solution for social problems. The author uses a systematic literature review in the study.","['intelligence', 'benchmarking', 'analytics', 'mining', 'show', 'become', 'goal', 'uses', 'social', 'since', 'author', 'method', 'help', 'review', 'dashboards', 'companys', 'business', 'problems', 'decisionmaking', 'technologies', 'implementations', 'technology', 'systematic', 'growing', 'bi', 'concept', 'solution', 'improve', 'users', 'strategies', 'provide', 'healthcare', 'implemented', 'literature', 'would', 'enterprises', 'dashboard', 'basis', 'different', 'authors', 'usages', 'usage', 'media', 'create', 'visualized', 'easily', 'workflow', 'creation', 'day', 'analyse', 'analysing', 'present', 'overall', 'acquiring', 'earning', 'reporting', 'welfare', 'point', 'like', 'etc', 'businesses']",2022,"[(1, 0.16104896), (2, 0.5604694), (3, 0.27789184)]"
Enhancing the Discrete Choice Model of Residential Location with Big Data and Representation Learning,Duan J.,"CICTP 2022: Intelligent, Green, and Connected Transportation - Proceedings of the 22nd COTA International Conference of Transportation Professionals",10.1061/9780784484265.238,0,False,Tsinghua University,Beijing,China,"The coordination of transport and land use is essential for a competitive and sustainable urban development. Residential location choice is one decisive factor which influences transportation and land use layout. Based on multi-source big data, representation learning is used to enhance the accuracy of the machine learning method, discrete choice model. The utility function is divided into knowledge-driven and data-driven. The knowledge driven part estimates interpretable parameters. Data-driven automatically discovers a good utility specification from available data. It is then applied to the north zone of Zhongguancun Science Park in Beijing to forecast the evolution trend of residential location choice based on land use polices. The general trend verifies the objectives of the government plan to enhance the attractiveness of advanced industries and promote job-resident balance. The proposed approach to discrete choice modeling by integrating representation learning in the formulation provides a distinct tool for the urban spatial policy makers.","['utility', 'tool', 'location', 'automatically', 'industries', 'modeling', 'sustainable', 'makers', 'use', 'applied', 'evolution', 'method', 'multisource', 'trend', 'beijing', 'forecast', 'park', 'influences', 'one', 'part', 'parameters', 'enhance', 'coordination', 'essential', 'plan', 'distinct', 'general', 'competitive', 'advanced', 'divided', 'transportation', 'decisive', 'choice', 'verifies', 'available', 'balance', 'datadriven', 'estimates', 'function', 'zhongguancun', 'learning', 'government', 'zone', 'objectives', 'factor', 'proposed', 'integrating', 'accuracy', 'discrete', 'land', 'residential', 'polices', 'transport', 'good', 'provides', 'science', 'representation', 'interpretable', 'knowledgedriven', 'formulation', 'machine', 'attractiveness', 'discovers', 'specification', 'north', 'promote', 'layout', 'driven', 'jobresident', 'policy']",2022,"[(1, 0.5197678), (2, 0.4789511)]"
Spatial Knowledge and Urban Planning,Heinrich A.J.,Urban Planning,10.17645/up.v7i3.6101,0,True,Technische Universität Berlin,Berlin,Germany,"Urban planning is simultaneously shaped by and creates new (spatial) knowledge. The changes in planning culture that have taken place in the last decades—especially the so‐called communicative turn in planning in the 1990s—have brought about an increased attention to a growing range of stakeholders of urban development, their interests, logics, and participation in planning as well as the negotiation processes between these stakeholders. However, while this has also been researched in breadth and depth, only scant attention has been paid to the knowledge (claims) of these stakeholders. In planning practice, knowledge, implicit and explicit, has been a highly relevant topic for quite some time: It is discussed how local knowledge can inform urban planning, how experimental knowledge on urban development can be generated in living labs, and what infrastructures can process “big data” and make it usable for planning, to name a few examples. With the thematic issue on “Spatial Knowledge and Urban Planning” we invited articles aiming at exploring the diverse understandings of (spatial) knowledge, and how knowledge influences planning and how planning itself constitutes processes of knowledge generation. The editorial gives a brief introduction to the general topic. Subsequently, abstracts of all articles illustrate what contents the issue has to offer and the specific contribution of each text is carved out. In the conclusion, common and recurring themes as well as remaining gaps and open questions at the interface of spatial knowledge and urban planning are discussed.","['introduction', 'new', 'simultaneously', 'recurring', 'invited', 'common', 'open', 'well', 'infrastructures', 'scant', 'questions', 'time', 'breadth', 'name', 'shaped', 'inform', 'text', 'relevant', 'labs', 'aiming', 'contribution', 'interface', 'negotiation', 'themes', 'subsequently', 'articles', 'range', 'implicit', 'highly', 'examples', 'processes', 'general', 'abstracts', 'contents', 'creates', 'logics', 'thematic', 'understandings', 'carved', 'last', 'conclusion', 'generated', 'explicit', 'illustrate', 'interests', 'claims', 'communicative', 'brief', 'socalled', 'growing', 'culture', 'gaps', 'local', 'constitutes', 'specific', 'remaining', 'exploring', 'usable', 'offer', 'practice', 'quite', 'increased', 'decadesespecially', 'turn', 'living', 'changes', 'editorial', 'attention', 'influences', 'researched', 'issue', 'discussed', 'depth', 'stakeholders', 'gives', 'diverse', 'experimental', 'topic', 'participation', 'make', 'paid', 'place', 'taken', 'brought', 'generation']",2022,"[(0, 0.3086807), (3, 0.68968)]"
The Introduction to Informed Urban Environments,Chokhachian A.,Urban Book Series,10.1007/978-3-031-03803-7_1,0,False,Technische Universität München,Munich,Germany,"This chapter introduces the notion of Informed Urban Environments based on the application of data integrated methods for human- and ecology-centred perspectives to urban planning, design and adaptation. The aim is to initiate a data-based inter- and trans-disciplinary discourse in sustainable urban development that is multi-domain and transscalar in character. Moreover, the chapter sheds light on the structure of the book and introduces the different thematic contributions address the topics of environment, information and urban aspects.","['aim', 'sustainable', 'informed', 'character', 'address', 'human', 'structure', 'aspects', 'environments', 'book', 'sheds', 'initiate', 'discourse', 'inter', 'perspectives', 'different', 'chapter', 'multidomain', 'contributions', 'light', 'ecologycentred', 'notion', 'adaptation', 'integrated', 'transdisciplinary', 'databased', 'moreover', 'introduces', 'environment', 'transscalar', 'topics', 'thematic']",2022,"[(1, 0.3793459), (3, 0.6180168)]"
Neighborhood sustainability assessment tools: Research trends and forecast for the built environment,Dawodu A.,Sustainable Futures,10.1016/j.sftr.2022.100064,16,True,University of Nottingham Ningbo China,Ningbo,China,"Rapid urbanization, environmental concerns and demand for sustainable cities contributed to the development of Neighbourhood Sustainability Assessment Tools (NSATs) such as LEED-ND and BREEAM-Communities. Whilst their success in increasing sustainability outcomes within the built environment is evident, there are unnoticed gaps in NSAT frameworks that might hinder their future suitability for sustainable urban planning and design. Therefore, to remain pertinent, NSATs must address the constantly evolving sustainability issues. To determine the gaps in NSATs frameworks and identify trends in sustainable communities, this study utilised a bibliometric exploration of NSAT-related publications. A total of 117 research articles over the last decade were reviewed to inform and provide insights on the research and development needs as well as areas of enhancing NSATs efficacy. The results revealed that research methods used to evaluate NSATs in journal articles are predominantly qualitative. This significantly limits the precision of research outcomes and highlights the need to increase quantitative (experiential and experimental) performance-based investigations which provide context and practically relevant outcomes. Furthermore, an upsurge in research themes related to big data and climate change, focused on smartness and resilience, was revealed. This indicates the suitability of NSATs for addressing existing societal concerns.To build on this achievement, tools may need to incorporate more health-based dynamics while considering issues of climate justice in order to remain effective and relevant. Another observation is the low research contribution from developing regions and lack of research from African regions. The observations and recommendations given in this study are pertinent to various stakeholders, including developers, and industry experts and consider the role of researchers in enhancing the performance of NSATs.","['predominantly', 'existing', 'investigations', 'must', 'experiential', 'concernsto', 'build', 'well', 'considering', 'societal', 'various', 'therefore', 'might', 'climate', 'inform', 'rapid', 'relevant', 'revealed', 'cities', 'leednd', 'contribution', 'insights', 'outcomes', 'role', 'themes', 'including', 'contributed', 'articles', 'quantitative', 'remain', 'regions', 'communities', 'efficacy', 'another', 'sustainable', 'observation', 'effective', 'demand', 'success', 'sustainability', 'limits', 'need', 'nsatrelated', 'incorporate', 'provide', 'exploration', 'highlights', 'may', 'areas', 'determine', 'african', 'developing', 'upsurge', 'experts', 'evolving', 'last', 'decade', 'enhancing', 'resilience', 'nsat', 'precision', 'constantly', 'indicates', 'related', 'healthbased', 'gaps', 'order', 'breeamcommunities', 'whilst', 'unnoticed', 'urbanization', 'built', 'increase', 'significantly', 'within', 'concerns', 'pertinent', 'frameworks', 'journal', 'publications', 'utilised', 'low', 'needs', 'increasing', 'neighbourhood', 'justice', 'lack', 'industry', 'reviewed', 'total', 'smartness', 'context', 'dynamics', 'given', 'consider', 'nsats', 'suitability', 'furthermore', 'focused', 'address', 'hinder', 'environmental', 'issues', 'practically', 'stakeholders', 'developers', 'addressing', 'recommendations', 'evident', 'evaluate', 'identify', 'researchers', 'experimental', 'bibliometric', 'future', 'change', 'performancebased', 'observations', 'trends', 'environment', 'qualitative', 'tools', 'achievement']",2022,"[(2, 0.9985326)]"
Evaluation of Community Livability Using Gridded Basic Urban Geographical Data—A Case Study of Wuhan,Luo Q.,ISPRS International Journal of Geo-Information,10.3390/ijgi11010038,10,True,Wuhan University,Wuhan,China,"The evaluation of community livability quantifies the demands of human settlement at the micro scale, supporting urban governance decision-making at the macro scale. Big data generated by the urban management of government agencies can provide an accurate, real-time, and rich data set for livability evaluation. However, these data are intertwined by overlapping geographical management boundaries of different government agencies. It causes the difficulty of data integration and utilization when evaluating community livability. To address this problem, this paper proposes a scheme of partitioning basic geographical space into grids by optimally integrating various geographical management boundaries relevant to enterprise-level big data. Furthermore, the system of indexes on community livability is created, and the evaluation model of community livability is constructed. TakingWuhan as an example, the effectiveness of the model is verified. After the evaluation, the experimental results show that the livability evaluation with reference to our basic geographic grids can effectively make use of governmental big data to spatially identify the multidimensional characteristics of a community, including management, environment, facility services, safety, and health. Our technical solution to evaluate community livability using gridded basic urban geographical data is of large potential in producing thematic data of community, constructing a 15-min community living circle of Wuhan, and enhancing the ability of the community to resist risks.","['community', 'management', 'large', 'use', 'intertwined', 'boundaries', 'human', 'decisionmaking', 'set', 'integration', 'solution', 'various', 'geographical', 'circle', 'evaluating', 'agencies', 'scale', 'gridded', 'relevant', 'governmental', 'spatially', 'partitioning', 'including', 'effectiveness', 'producing', 'realtime', 'enterpriselevel', 'effectively', 'takingwuhan', 'provide', 'ability', 'scheme', 'accurate', 'reference', 'space', 'resist', 'created', 'problem', 'thematic', 'show', 'enhancing', 'generated', 'verified', 'facility', 'livability', 'wuhan', 'grids', 'constructed', 'utilization', 'micro', 'health', 'constructing', 'geographic', 'proposes', 'rich', 'supporting', 'difficulty', 'overlapping', 'living', 'government', 'governance', 'settlement', 'technical', 'furthermore', 'potential', 'address', 'example', 'optimally', 'characteristics', 'macro', 'indexes', 'basic', 'multidimensional', 'evaluate', 'identify', 'risks', 'different', 'quantifies', 'experimental', 'integrating', 'system', 'causes', 'services', 'make', 'environment', 'demands', 'safety']",2022,"[(1, 0.7673615), (3, 0.23166496)]"
"Worth-making in a datafied world: Urban cycling, smart urbanism, and technologies of justification in Santiago de Chile",Tironi M.,Information Society,10.1080/01972243.2022.2027587,2,False,Pontificia Universidad Católica de Chile,Santiago,Chile,"In a milieu marked by increasing quantification of social life, many digital devices have emerged under the promise of a revolutionary change in areas such as urban planning and governance of Smart City projects. Starting from a pragmatist approach based on Boltanski and Thévenot’s “orders of worth” framework, we argue that the promoters of digital devices must justify their worth by developing “technologies of justification” that go beyond data. In this article, we use a multi-case study of three digital devices—RUBI, Kappo, and Bikelite—for urban cycling created in Santiago de Chile to analyze the material, narrative, and economic technologies of justification mobilized to establish the worth of the data that these devices extract, analyze, and visualize for urban governance. This comparative analysis helps us problematize the homogeneous, neutral, and efficiency-focused valuations that are typically ascribed to these devices by laying out the wide range of operations that are used to justify and secure the embedding of these digital devices in societies. We conclude by offering a series of analytical clues to what may be a new order of worth, or what we conceptualize as the “datafied world.”.","['emerged', 'social', 'new', 'starting', 'use', 'homogeneous', 'must', 'analyze', 'de', 'conceptualize', 'santiago', 'milieu', 'smart', 'marked', 'embedding', 'thévenots', 'series', 'range', 'multicase', 'helps', 'cycling', 'wide', 'chile', 'three', 'devices', 'mobilized', 'clues', 'narrative', 'economic', 'typically', 'analytical', 'pragmatist', 'may', 'comparative', 'bikelitefor', 'areas', 'created', 'worth', 'world', 'developing', 'revolutionary', 'datafied', 'boltanski', 'digital', 'justification', 'justify', 'technologies', 'neutral', 'order', 'extract', 'promoters', 'us', 'laying', 'beyond', 'devicesrubi', 'establish', 'promise', 'go', 'increasing', 'visualize', 'ascribed', 'quantification', 'city', 'governance', 'secure', 'problematize', 'argue', 'societies', 'material', 'operations', 'offering', 'life', 'orders', 'kappo', 'valuations', 'projects', 'change', 'conclude', 'efficiencyfocused', 'many']",2022,"[(1, 0.6916714), (3, 0.3072689)]"
